ra,dec,t03_bar_a07_no_bar_fraction,t03_bar_a06_bar_fraction
155.7405,43.58707,0,1
158.3738,44.07618,0.148,0.852
158.3818,44.07258,0,1
171.4869,46.57191,0,1
132.4003,33.9875,0,1
141.073,38.56341,0,1
152.4815,42.85717,0.125,0.875
173.5836,2.773759,0.036,0.964
157.4317,2.890965,0.067,0.933
161.7948,2.997025,0,1
170.5873,3.255034,0,1
170.6569,3.119327,0.086,0.914
171.2308,3.168562,0.026,0.974
118.3448,36.27438,0.132,0.868
140.5051,40.57426,0,1
141.6566,40.94506,0,1
116.1685,24.03391,0,1
139.4515,40.47097,0.073,0.927
115.3381,21.72493,0,1
115.717,22.11272,0.024,0.976
116.883,23.07428,0.156,0.844
120.0874,26.61353,0.039,0.961
122.0362,28.31972,0.075,0.925
126.5141,30.93437,0.109,0.891
154.9975,37.26896,0.118,0.882
161.1632,38.75955,0.081,0.919
140.9001,32.51838,0.174,0.826
146.3134,34.71228,0.029,0.971
151.3337,36.43422,0.125,0.875
156.532,38.04539,0.118,0.882
158.7148,38.57685,0.024,0.976
159.3842,38.85892,0,1
143.9194,34.34235,0.108,0.892
147.4724,35.67086,0.171,0.829
147.847,35.75566,0.133,0.867
147.9768,35.81289,0.167,0.833
148.7826,36.14816,0.159,0.841
155.3601,38.29649,0,1
147.8302,36.17762,0.125,0.875
163.2919,37.42464,0.139,0.861
164.3716,37.59862,0,1
182.7067,39.47281,0.196,0.804
129.6255,25.39972,0.103,0.897
163.2147,37.73973,0.105,0.895
165.9908,38.23781,0.147,0.853
166.2962,38.35815,0.129,0.871
186.7078,39.96635,0,1
187.2945,39.91951,0.182,0.818
116.5535,17.6166,0,1
117.2924,17.96743,0,1
123.8615,16.76149,0.111,0.889
126.9521,18.26913,0.034,0.966
118.3678,14.36138,0,1
122.1774,16.36758,0.167,0.833
124.7274,17.74048,0.095,0.905
154.7395,27.69466,0,1
140.55,23.66954,0,1
152.5463,27.46052,0,1
143.3942,25.11463,0.154,0.846
144.8909,25.71225,0.182,0.818
134.1264,22.05937,0.143,0.857
129.0154,20.229,0,1
145.6315,26.84008,0.184,0.816
146.9118,27.17989,0,1
211.8925,16.10518,0.182,0.818
217.84,15.24086,0.114,0.886
237.0527,11.27951,0.056,0.944
224.7208,14.44983,0.184,0.816
234.6324,12.1887,0.159,0.841
187.9453,47.92756,0.184,0.816
172.278,47.6994,0.194,0.806
183.8586,48.39661,0,1
196.9252,47.73016,0,1
205.7611,44.83849,0.103,0.897
226.4925,38.48986,0.152,0.848
220.5265,41.65153,0.125,0.875
225.1442,39.88657,0.111,0.889
218.4487,42.78197,0.162,0.838
159.1162,44.88272,0.111,0.889
159.8418,44.90949,0.091,0.909
181.7423,47.72429,0.075,0.925
134.8996,35.8785,0,1
158.7858,45.08465,0.121,0.879
159.6053,45.33029,0.152,0.848
171.9625,47.57375,0.167,0.833
174.1281,47.81722,0.04,0.96
178.1218,48.45889,0.037,0.963
191.1483,46.31205,0.158,0.842
196.5827,45.87337,0.167,0.833
202.2469,45.14426,0.167,0.833
211.3244,43.30738,0.047,0.953
118.8553,35.11024,0.103,0.897
217.2481,60.83349,0.03,0.97
219.9481,60.43385,0.115,0.885
224.6067,58.98936,0.154,0.846
227.5462,58.98273,0,1
229.878,57.89688,0.15,0.85
116.6413,31.61309,0.158,0.842
141.3163,40.67268,0.19,0.81
145.8005,42.5708,0.105,0.895
153.049,45.14217,0.147,0.853
154.8254,45.81358,0.194,0.806
158.8082,46.69788,0,1
227.6829,41.1925,0.044,0.956
167.2579,49.04627,0.129,0.871
169.5087,49.29733,0.188,0.812
238.7463,42.10536,0.121,0.879
242.8304,38.98966,0.089,0.911
251.7691,30.77751,0.103,0.897
208.6348,55.11602,0.194,0.806
218.6602,52.47653,0.167,0.833
238.892,42.61303,0.091,0.909
225.4306,50.36354,0,1
176.9437,40.79971,0.192,0.808
182.1824,41.10238,0.13,0.87
206.7871,34.36886,0,1
191.7337,36.53094,0.059,0.941
191.1091,37.12121,0.111,0.889
197.2832,36.60982,0,1
201.5381,35.93443,0.083,0.917
209.6701,34.52454,0.026,0.974
187.5357,37.55584,0,1
187.66,37.57901,0.194,0.806
188.4783,37.61407,0.024,0.976
196.3884,37.03173,0,1
204.4029,35.98273,0.175,0.825
186.7311,37.90897,0,1
187.8936,37.98056,0.125,0.875
185.6642,38.37006,0.108,0.892
189.3608,38.33696,0.097,0.903
195.516,37.98089,0.133,0.867
206.4754,36.56594,0,1
151.8629,28.53743,0.194,0.806
140.4348,23.43682,0.17,0.83
137.5987,22.73437,0,1
138.0604,22.93753,0.152,0.848
122.2893,16.15646,0.152,0.848
118.3717,14.61162,0.195,0.805
132.835,21.75108,0,1
133.6805,22.42693,0.033,0.967
167.7805,27.66086,0,1
172.4226,28.25982,0.091,0.909
218.1505,14.42985,0.156,0.844
205.8175,16.60597,0.139,0.861
233.7439,11.75028,0.163,0.837
212.0594,16.17019,0.071,0.929
219.4049,15.12564,0.186,0.814
181.8412,12.59067,0.162,0.838
172.7006,12.67771,0.074,0.926
180.7863,13.4932,0.195,0.805
182.6744,13.33127,0.095,0.905
191.7863,11.28981,0.083,0.917
199.3948,11.03747,0,1
193.7233,11.61456,0.081,0.919
198.7613,11.87737,0.059,0.941
203.8691,11.477,0,1
153.5957,-0.6253268,0.07,0.93
160.9977,-0.4690019,0.074,0.926
165.4917,-0.5266384,0,1
180.3625,-0.447288,0,1
182.3791,-0.4365788,0.143,0.857
187.5782,-0.5647755,0.088,0.912
198.9471,-0.4623155,0,1
225.0335,-0.5863919,0.098,0.902
225.4086,-0.509643,0.154,0.846
170.7789,65.25185,0.132,0.868
177.721,65.77964,0.182,0.818
183.816,65.98532,0.133,0.867
137.8745,2.694861,0.12,0.88
155.3112,3.711089,0,1
154.4943,4.057891,0,1
159.7721,4.309112,0,1
167.5033,4.364288,0.071,0.929
135.3611,3.41403,0.167,0.833
124.6152,31.21313,0.111,0.889
124.6588,31.21389,0,1
133.8351,35.62119,0.115,0.885
136.6988,37.31969,0,1
137.261,37.49165,0,1
137.4241,37.60157,0.048,0.952
137.3512,37.68576,0.132,0.868
143.4776,40.54767,0.122,0.878
145.9894,41.68732,0.028,0.972
150.7348,43.56064,0.097,0.903
178.7572,48.78683,0,1
195.1625,48.56877,0.034,0.966
160.1438,39.86395,0.133,0.867
139.6557,33.38812,0.103,0.897
160.2821,40.22351,0,1
160.7921,40.39427,0.103,0.897
139.8228,34.00818,0.129,0.871
201.7996,55.48717,0.028,0.972
211.9486,53.37046,0.125,0.875
204.4058,55.39704,0,1
219.9062,51.67947,0.176,0.824
173.5894,37.58782,0.143,0.857
182.9,38.12305,0,1
170.6626,37.76511,0.091,0.909
180.1317,38.61111,0.033,0.967
195.4121,38.14236,0,1
127.0812,21.38036,0,1
147.3722,30.50674,0,1
125.3541,20.8613,0.119,0.881
130.2305,23.53939,0.171,0.829
137.4243,27.06972,0.026,0.974
138.7625,27.64497,0,1
139.61,28.05918,0.146,0.854
140.227,28.15378,0.083,0.917
166.1214,29.07437,0.143,0.857
167.7327,29.32797,0,1
168.6419,29.54512,0.129,0.871
136.1973,21.74092,0.071,0.929
141.3677,23.6086,0.109,0.891
146.0044,25.05764,0.116,0.884
150.7767,26.42744,0.043,0.957
183.1135,30.9533,0.091,0.909
136.2024,19.91336,0,1
159.8867,26.65923,0,1
165.4816,27.63258,0.051,0.949
168.5072,27.98084,0.026,0.974
171.0456,28.31697,0.038,0.962
171.0606,28.21881,0,1
171.8908,28.45938,0.07,0.93
180.3855,28.93553,0.081,0.919
187.2219,29.04178,0,1
192.7572,28.92797,0.12,0.88
185.621,18.24765,0,1
181.7643,18.53176,0.147,0.853
245.5746,51.14977,0.121,0.879
189.7267,16.53531,0.182,0.818
195.9799,16.17082,0.098,0.902
189.7444,17.25414,0.05,0.95
197.497,16.99403,0,1
202.3585,16.7319,0.133,0.867
186.223,17.43241,0.15,0.85
186.3333,17.31185,0.059,0.941
197.7555,17.35907,0.182,0.818
197.9473,17.46144,0.121,0.879
199.583,17.30136,0.111,0.889
225.2619,36.61162,0.116,0.884
226.2513,36.02676,0.04,0.96
155.2995,40.74454,0,1
165.0453,43.00772,0.026,0.974
174.1248,44.13535,0.059,0.941
181.0353,44.52857,0.171,0.829
188.991,44.68885,0.073,0.927
213.9474,40.87226,0.1,0.9
230.7163,34.57939,0.062,0.938
162.6798,42.78328,0.114,0.886
205.2721,43.2352,0.182,0.818
215.1555,44.56346,0.078,0.922
149.1025,-0.9370124,0,1
169.758,-0.9790913,0.15,0.85
189.0956,-0.8676599,0,1
196.5689,-0.8473125,0.167,0.833
199.9287,-0.8901171,0.17,0.83
201.1224,-0.8428517,0.188,0.812
212.641,-0.9883525,0.179,0.821
220.3983,62.77313,0,1
224.7556,61.23156,0.156,0.844
239.306,54.66499,0,1
237.6706,57.00939,0.175,0.825
188.1133,59.89317,0,1
181.1032,60.65364,0,1
154.1833,5.53367,0.071,0.929
227.6362,9.429298,0,1
235.3503,8.056951,0.121,0.879
236.494,7.866516,0.167,0.833
212.0931,12.04716,0.143,0.857
225.904,10.42894,0.082,0.918
205.8018,6.133753,0.111,0.889
210.5044,5.743662,0.067,0.933
203.3717,6.512302,0.02,0.98
238.4304,25.39512,0.075,0.925
202.3393,37.41402,0.073,0.927
131.1711,23.68525,0,1
122.4407,19.34256,0,1
124.6359,21.07488,0,1
124.8838,21.3943,0,1
146.1353,29.80267,0.079,0.921
155.6538,32.72168,0,1
140.4555,28.11594,0,1
149.6926,31.48564,0.054,0.946
132.8587,25.16412,0.122,0.878
133.3775,20.5906,0.081,0.919
143.9668,24.31859,0,1
161.2331,28.69775,0,1
177.6507,30.44118,0,1
179.0919,30.54376,0,1
182.8202,30.69222,0.094,0.906
183.6898,30.67709,0.171,0.829
182.2199,26.39758,0,1
139.5647,16.99863,0.176,0.824
125.7444,10.39764,0.17,0.83
120.2284,9.109469,0.128,0.872
146.1498,15.05299,0.121,0.879
154.1676,16.64146,0.091,0.909
121.0626,8.732056,0.107,0.893
191.5885,45.28651,0.125,0.875
207.1213,43.30981,0.159,0.841
207.6192,43.29553,0.162,0.838
169.181,44.8621,0.195,0.805
172.6623,45.18337,0.171,0.829
181.3051,45.80195,0,1
170.0407,0.3199779,0,1
171.9031,0.3952168,0.089,0.911
182.5643,0.2693287,0.118,0.882
198.0742,0.2798059,0,1
202.1496,0.3221287,0.184,0.816
202.6308,0.2163196,0.071,0.929
228.7135,0.3040707,0.094,0.906
232.6938,0.2778302,0.114,0.886
165.4968,0.6586207,0.095,0.905
166.8817,0.7831036,0.146,0.854
169.8897,0.6343787,0.103,0.897
156.0877,-0.7771375,0.094,0.906
157.8195,-0.6702119,0,1
152.149,0.1159773,0,1
156.7839,0.9656417,0,1
171.3769,63.4463,0.156,0.844
164.2136,5.916594,0.097,0.903
153.7611,5.67693,0.073,0.927
165.1153,6.402561,0.079,0.921
129.5941,4.005105,0.111,0.889
164.7548,6.750245,0,1
167.1167,6.820799,0,1
124.344,3.843508,0.167,0.833
197.7992,57.78501,0.061,0.939
225.4242,51.17332,0,1
227.5958,38.26606,0.118,0.882
231.5353,36.30826,0.139,0.861
242.9858,29.45454,0.081,0.919
250.2781,23.84094,0.098,0.902
251.7348,22.49261,0,1
253.3553,21.25382,0.039,0.961
122.802,20.38035,0.133,0.867
133.1023,26.01224,0.056,0.944
144.2397,31.24903,0,1
208.5506,34.18409,0.081,0.919
212.3267,33.37219,0.135,0.865
218.1816,31.60408,0,1
229.7957,27.59583,0,1
218.7393,31.89649,0.189,0.811
222.7287,30.61075,0.026,0.974
234.8665,25.73642,0.132,0.868
202.3445,36.01682,0.143,0.857
141.2153,22.07673,0.135,0.865
167.5284,28.34373,0.097,0.903
167.7025,28.3587,0.03,0.97
127.5965,17.14485,0,1
129.8568,18.2277,0.159,0.841
136.5492,20.85321,0.026,0.974
144.3133,23.59061,0.1,0.9
184.407,16.72748,0,1
186.6363,16.84464,0.067,0.933
170.4883,16.6413,0.045,0.955
181.8127,17.2301,0,1
189.7911,17.03438,0,1
155.5103,15.54944,0,1
164.2356,16.43041,0.19,0.81
195.6237,12.39946,0.136,0.864
196.0914,12.36621,0,1
204.1943,11.96973,0,1
189.9642,12.92012,0.125,0.875
193.1828,12.85964,0.184,0.816
199.1255,12.67695,0,1
195.0329,13.36349,0.103,0.897
153.1789,39.37395,0.128,0.872
172.5384,43.41412,0,1
182.0369,43.99363,0.154,0.846
211.4349,40.85468,0.093,0.907
213.9406,40.10532,0,1
224.9563,36.39722,0.094,0.906
159.7894,41.68668,0.158,0.842
187.7567,46.86998,0.071,0.929
204.4306,45.29527,0.182,0.818
219.9271,41.1805,0.091,0.909
205.974,45.33065,0,1
207.9226,44.99806,0.121,0.879
219.2378,41.82811,0,1
213.6118,43.9969,0.043,0.957
192.666,47.93341,0.133,0.867
203.4594,46.67546,0,1
207.0317,46.11085,0,1
217.8411,43.26243,0.139,0.861
197.4959,47.97088,0.188,0.812
114.3548,29.66811,0.068,0.932
127.7161,42.92911,0.031,0.969
125.4594,41.87628,0.175,0.825
137.1857,49.75779,0.08,0.92
122.7212,40.10641,0,1
228.2807,41.26463,0.051,0.949
231.0618,39.96368,0,1
128.1657,34.13397,0,1
132.344,36.71034,0.179,0.821
137.3212,39.73679,0.068,0.932
156.192,46.98835,0.125,0.875
156.6402,47.15587,0.03,0.97
157.3571,47.23342,0.194,0.806
167.4424,49.41118,0.133,0.867
181.8918,50.6257,0.059,0.941
194.6971,50.38525,0.188,0.812
201.1704,49.66977,0.158,0.842
201.4154,49.47763,0,1
210.2503,47.87556,0,1
211.3954,47.64725,0.057,0.943
248.2836,26.03764,0.182,0.818
248.737,25.69259,0.049,0.951
255.1823,20.29383,0.091,0.909
225.3978,40.08606,0.125,0.875
247.6582,27.46228,0.167,0.833
226.0214,29.8482,0.116,0.884
227.4227,29.41383,0,1
231.2171,27.76206,0,1
233.4076,26.87183,0.08,0.92
203.0153,36.44784,0.152,0.848
203.4274,36.31815,0.033,0.967
209.0932,35.24912,0.086,0.914
223.9503,31.2626,0.094,0.906
225.892,30.40648,0.047,0.953
230.811,28.52473,0.032,0.968
232.102,27.94263,0.025,0.975
233.6712,27.18984,0,1
234.0458,26.94843,0.098,0.902
235.9751,26.24747,0.026,0.974
240.9616,23.56877,0.022,0.978
214.4696,34.4432,0.174,0.826
218.0706,33.59072,0,1
193.4525,29.58838,0.108,0.892
128.063,17.87816,0.19,0.81
128.9635,18.23862,0.049,0.951
147.2271,24.87474,0.111,0.889
147.8558,25.08859,0.075,0.925
148.2254,25.05816,0,1
149.1082,25.42802,0,1
153.2564,26.47403,0.05,0.95
156.5315,27.33395,0.088,0.912
162.0044,28.24638,0.143,0.857
168.9674,29.25289,0,1
180.6917,30.23567,0.083,0.917
190.3339,30.12173,0.125,0.875
191.4326,30.08196,0,1
156.7664,16.01794,0.1,0.9
159.1648,16.29806,0.062,0.938
192.0172,18.00243,0.047,0.953
158.3417,16.69282,0,1
190.3515,18.31298,0.083,0.917
201.9457,17.77883,0.143,0.857
162.4928,15.3868,0.125,0.875
160.0624,42.49247,0.121,0.879
167.8522,44.07191,0,1
180.2178,45.14688,0.059,0.941
194.5164,44.94306,0.185,0.815
195.9966,44.76251,0.057,0.943
155.2588,41.71989,0.1,0.9
156.099,42.06796,0.103,0.897
181.0847,45.75877,0,1
189.2132,45.65116,0.161,0.839
195.1714,45.24921,0.182,0.818
223.378,38.99542,0,1
223.4184,38.84201,0.115,0.885
195.6814,0.6638456,0.024,0.976
197.9061,0.6658155,0.056,0.944
208.5331,0.6816843,0.143,0.857
232.8418,0.7049679,0.143,0.857
203.5067,1.096068,0,1
188.2095,5.798134,0.111,0.889
200.7994,5.593113,0,1
208.5261,5.356352,0.188,0.812
199.1204,5.901953,0.115,0.885
201.0092,5.987463,0.091,0.909
204.7878,5.76957,0.185,0.815
228.6309,58.84312,0,1
164.4613,8.04394,0.154,0.846
168.2425,57.96138,0.167,0.833
164.2912,57.67942,0.161,0.839
166.546,58.1811,0,1
154.9427,56.23189,0.192,0.808
158.1108,56.85696,0,1
167.6487,58.76829,0.049,0.951
170.1941,59.8967,0,1
188.6409,58.95117,0.065,0.935
202.39,57.76809,0.081,0.919
221.2404,9.319846,0,1
227.2674,8.518606,0.027,0.973
227.4606,8.455128,0.108,0.892
227.7486,8.489147,0.02,0.98
232.2289,7.745285,0,1
222.6269,9.607373,0,1
226.149,9.054049,0.186,0.814
231.1231,8.373213,0.116,0.884
207.6756,11.71106,0,1
212.2192,11.17786,0.152,0.848
222.8653,10.10268,0.103,0.897
223.3118,10.0401,0.049,0.951
224.9742,9.693036,0.048,0.952
156.0699,33.82082,0.143,0.857
154.2936,33.64808,0.176,0.824
159.0351,34.90902,0.16,0.84
142.7201,30.46366,0.149,0.851
154.9474,34.32409,0.05,0.95
148.3935,32.77853,0,1
241.6335,22.25615,0,1
243.8006,21.13644,0,1
246.8251,19.34585,0.091,0.909
245.8143,20.38285,0.022,0.978
246.0632,20.18355,0.067,0.933
246.3445,20.67531,0,1
160.8704,31.54001,0.03,0.97
170.4138,33.22575,0.077,0.923
168.0313,33.32571,0,1
170.0576,33.50324,0.05,0.95
192.1373,26.11552,0.103,0.897
161.2258,24.79041,0.065,0.935
172.7895,26.2264,0.143,0.857
174.2513,26.3164,0,1
180.8717,26.75949,0.068,0.932
194.5565,26.42688,0.077,0.923
197.7042,26.27431,0.125,0.875
203.4659,25.51133,0,1
197.0069,26.76537,0.156,0.844
200.098,26.30922,0.156,0.844
203.91,25.87525,0.191,0.809
175.5454,16.36327,0,1
161.5704,15.69568,0,1
163.267,15.7227,0.025,0.975
172.0175,16.6446,0.094,0.906
174.2925,16.65767,0.057,0.943
166.9514,16.49835,0.186,0.814
182.6752,17.88764,0.074,0.926
166.4823,17.3467,0.086,0.914
171.6188,17.8828,0.167,0.833
167.3824,43.07309,0.136,0.864
180.1605,44.40662,0.045,0.955
197.7451,43.79377,0.128,0.872
206.7981,42.40946,0,1
222.9094,37.58452,0,1
201.2046,43.67723,0.167,0.833
224.597,37.47643,0.152,0.848
167.3338,-0.1153906,0.088,0.912
191.884,-0.02760074,0.135,0.865
228.3689,-0.09680459,0,1
233.5658,-0.1954441,0.079,0.921
139.3415,0.3219147,0.065,0.935
152.0832,0.2123799,0,1
155.4717,0.2953778,0.03,0.97
158.633,0.3324027,0.156,0.844
162.3208,0.329333,0.138,0.862
